DESCRIPCION;MARCA;MODELO
"550022790; ACEITE LUBRICANTE PENNZOIL 5-W30 (SP/GF-6A) 1 * 55 UGL; 12 BARRILES  DE  55 GALONES  CADA  UNO";PENNZOIL;S/M
ACEITE MINERAL PARA USO INDUSTRIAL,  RENOLIN B 5 TN;FUCHS;65321800063
ACEITE MINERAL PARA USO INDUSTRIAL,  ANTICORIT DFO 7301 TN;FUCHS;65289000062DR
GRASA BASE MINERAL, STABYL HD CB-18KG;FUCHS;601889707PL
GRASAS GREASE FM, FM GREASE HD 2 TN;FUCHS;800351173DR
"WD-40; ACEITE LUBRICANTE WD-40";S/M;WD-40
"WD-40.; ACEITE LUBRICANTE WD-40";S/M;WD-40
GRASAS LUBRICANTES(1003600060/KLUBERPLEX BE31-222 (1KG));S/M;S/M
GRASAS LUBRICANTES(1080871075/ISOFLEX NBU 15(1KG));S/M;S/M
"ACEITE PARA MAQUINAS DE COSER #34; BARRIL (208.1967 LITROS)";S/M;S/M
55 GALONES DE ACEITE PARA MAQUINA DE COSER # 44;INTERNATIONAL;SMO300
LUBRICANTE;S/M;S/M
M920001680GRASA LUBRICANTE;S/M;S/M
"GRASA LUBRICANTE; GRASA LUBRICANTE,0051822MAT: 1025930060 / ART: 0201950037 / BATCH: KD00277076 / ID: KA00190734 / 1 LATA LLEGA GOLPEDA, NO SE VE DERRAME DELPRODUCTO / FACT: FB 41727 / O.C. 4502510866; OLPEGA 304-INDIRECTO 264    3PIEZAS EQUIVANTES A 3 LITROS";S/M;S/M
"99000-25520-000; GRASA MARINA";SUZUKI;99000-25520-000
"99000-25520-000; GRASA MARINA";SUZUKI;99000-25520-000
"99000-25520-000; GRASA MARINA SUZUKI";SUZUKI;S/M
"5000146; ACEITE PUMA LITHCOM EP2, 35LB";PUMA;S/M
GRASA LGMT 3/1 PRESENTACION 1KG NUMERO DE PARTE 7316577045270;SKF;S/M
GRASA LGWA 2/0.4 PRESENT 0.4KG  (420 ML) NUMERO DE PARTE 7316571088792;SKF;S/M
GRASA LGHP 2/0.4 (420 ML) NUMERO DE PARTE 7316571625539;SKF;S/M
GRASA LGEM 2/0.4 (420 ML)  INDUSTRIAL NUMERO DE PARTE 7316571102207;SKF;S/M
GRASA LGFG 2/0.4  PRESENT 0.45 KG DE ROD NUMERO DE PARTE 7316579989183;SKF;S/M
GRASA LGWA 2/1 ,PRESENT. 1 KILO NUMERO DE PARTE 7316577662934;SKF;S/M
GRASA LGHP 2/1 LATA DE 1 KG NUMERO DE PARTE 7316571625546;SKF;S/M
GRASA LGMT 3/5 PRESENT 5 KG INDUSTRIAL S NUMERO DE PARTE 7316577059581;SKF;S/M
GRASA LGMT 3/18 PRESENTACION 18KG NUMERO DE PARTE 7316577611864;SKF;S/M
GRASA LGHB 2/18 LATA DE 18KG NUMERO DE PARTE 7316577662873;SKF;S/M
ACEITE COMPRESOR A/A 40CC (0.04LT) NUMERO DE PARTE 0888509119;TOYOTA;S/M
ACEITE COMPRESOR A/A 40CC (0.04LT) NUMERO DE PARTE 0888509119;TOYOTA;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G NUMERO DE PARTE ACCCHAINOFAA;YAMALUBE;S/M
GRASA MARINA YAMALUBE MOTOR MARINO 10 OZ NUMERO DE PARTE ACCGREAS14CT;YAMALUBE;S/M
"GRASA LUBRICANTE; EP1 GRASA/ GREASE EP1; VC-EP1";S/M;S/M
"GRASA LUBRICANTE; CITRAX GRASA DE ACORDION (PAQUETE DE 20)/ GREASE CITRAX; VC-CITRAX";S/M;S/M
"LUBRICANTE DE CORTE; LUBRICANTE DE CORTE DE EXTREMA PRESION A (ALMCO)/ EXTREME PRESSURE CUTTING LUBRICANT; VC-2210EP";S/M;S/M
"2812; LIQUIDO PARA DIRECCION; LIQUIDO PARA DIREECION ASISITIDA 12OZ/355ML CJA 12";JOHNSEN´S;2812
"2812; LIQUIDO PARA DIRECCION; LIQUIDO PARA DIREECION ASISITIDA 12OZ/355ML CJA 12";JOHNSEN´S;2812
"4602; ACEITE PENETRANTE; ACEITE PENETRANTE EN AEROSOL 10OZ (284G) CJA 12";JOHNSEN´S;4602
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"LGHP 2/0.4; GRASA FRANJA ROJA  CARTUCHO, LUBRICANTS, MEDIDAS, 420 MLAPLICACIÓN, EQUIVALENCIA,";SKF;LGHP 2/0.4
"LGHP 2/18; LATA GRASA FRANJA CAFÉ, LUBRICANTS, MEDIDAS, 18KGAPLICACIÓN, EQUIVALENCIA,";SKF;LGHP 2/18
"0903088789; GRASA KRONES CELEROL LU 7602 125 ML Nº DE PIEZA: 0-903-08-878-9 POSICION:17; PAG LISTA DE PIEZAS: Nº DE DIBUJO: Nº DE LISTA DE PIEZAS: Nº DE EQUIPO: K-404-108 , PRONTOMODUL MATERIAL ALTERNATIVO: GRASA PERMAFLEX LE-4024 QUINPLE";KRONES;KRONES MANUFACTURE/0903088789
"0904173452; GRASA CELEROL L 7003 N° PARTE ANTERIOR: 0-901-85-614-8 N° PARTE ACTUAL: 0-904-17-345-2 PRESENTACION: CARTUCHO 500G TABLA: KRONES 30-09";KRONES;KRONES MANUFACTURE /0904173452
"0905018438; ACEITE KLUEBERSYNTH UH1 6-220 , PARTE NO:096059 , PARTE KRONES:0-905-01-843-8 , PRESENTACION: DEPOSITO DE 20LITROS ,  TABLA KRONES: 10-08";KLUBER;S/M
"CLC-7; JAX HALO-GUARD FG-2 SPRAY NSF H-1";JAX;S/M
5 CUBETA ACEITE LUBRICANTE, CUBETA DE 19 LT - TURBINAS 15 (ISO) CODIGO:030452;MEXICANA DE LUBRICANTES;S/M
5 CUBETA ACEITE LUBRICANTE, CUBETA DE 19 LT - TURBINAS 15 (ISO) CODIGO:030452;MEXICANA DE LUBRICANTES;S/M
3 CUBETA GRASA MULTIUSO, CUBETA 16KG-MULTILITIO 2, CODIGO:074942;MEXICANA DE LUBRICANTES;S/M
3 CUBETA GRASA MULTIUSO, CUBETA 16KG-MULTILITIO 2, CODIGO:074942;MEXICANA DE LUBRICANTES;S/M
Lubricante P-80  900064416;S/M;S/M
Lubricante P-80  900064416;S/M;S/M
Microlube GL261 (Grasa) 900009072;S/M;S/M
ACEITE MINERAL;S/M;S/M
81,188.25 LITROS DE ACEITE DIELECTRICO PARA TRANSFORMADORES EN BARRILES DE 55 GALONES CADA UNO;S/M;S/M
GRASA LUBRICANTE, PLEX-BEM41-141, GRASA KLUBER 400GR;KLUBER;PLEX-BEM41-141
GRASA LUBRICANTE, PLEX-BEM41-132, GRASA KLUBER 400GR;KLUBER;PLEX-BEM41-132
GRASA LUBRICANTE, AG 11-462, GRASA KLUBERPLEX 1 KG;KLUBER;AG 11-462
GRASA LUBRICANTE, KLUBERPLEX BEM 41 -141.(CUBETAS DE 25 KG) (1 PALETA CONT: 10 BARRILES METALICOS);KLUBER;KLUBEPLEX BEM 41 -141
GRASA LUBRICANTE, LS2, GRASA INTERFLON FIN LS 400G;LS;LS2
"PB1; ACEITE #34 BARRIL";S/M;S/M
ACEITE PARA MAQUINA DE COSER, COD. SMO300;INTERNATIONAL;SMO300
ACEITE PARA MAQUINAS DE COSER;INTERNATIONAL;SMO300
ACEITE;S/M;S/M
UN/H87 15121902 1081490739/Klüberplex BEM 41-132 [400g] {Grasa lubricante};KLUBER;Klüberplex BEM 41-132 [400g]
UN/H87 15121526 1020770060/Klübersynth UH1 14-31 [1kg] {Grasa lubricante};KLUBER;Klübersynth UH1 14-31 [1kg]
UN/H87 15121902 1084861258/Klüberfluid C-F 3 Ultra [180kg] {Aceite lubricante};KLUBER;Klüberfluid C-F 3 Ultra [180kg]
CUBETA DE ACEITE PARA COMPRESOR DE AIRE#C5010042;KYUNGWON;S/M
Grasa TOP1 Synthetic Hi-Temp Grasa 12 Latas 1 Lb.;TOP1 OIL;10623
Grasa TOP1 Synthetic Hi-Temp Grasa 12 Latas 1 Lb.;TOP1 OIL;10623
0.350 L BOTELLA FLUIDO PARA DIRECCION HIDRAULICA 7501390506736 CJ:23.00 0 %-PT60700001;ROSHFRANS;PT60700001
0.425 KG TARRO GRASA GRAFITADA FIBROSA CR CJ:5.00 0 %-PT43100002;ROSHFRANS;PT43100002
0.425 KG TARRO GRASA BAT 3 CJ:195.00 0-PT40400002;ROSHFRANS;PT40400002
0.400 KG TUBO DE GRASA BALIT COMPLEX PLUS 7501390512249 CJ:53.00 0 %-PT40200003;ROSHFRANS;PT40200003
0.425 KG TARRO GRASA JUNTAS HOMOCINETICAS CJ:10.00 0 %-PT43200003;ROSHFRANS;PT43200003
0.850 KG TARRO GRASA BAT 3 7501390502745 CJ:10.00 0 %-PT40400003;ROSHFRANS;PT40400003
16.000 KG CUBETA GRASA BAT 3 CB:50.00 0 %-PT40400004;ROSHFRANS;PT40400004
BASE PARA LUBRICANTES, PRESENTACION: USATB190K.- // PR-00021, SALEN LA CANTIDAD DE 13 TARIMAS, CDA TARIMA CON 04 BARRILES, CADA BARRIL DE 190 KILOGRAMOS PARA UN TOTAL DE 9880 KILOS.  ESTOS EQUIVALEN A 10868 LTS ( 1.10 LTS POR CADA KILO);S/M;S/M
"ACEITE DE COMPRESOROIL AIR COMPRESSOR(ISOVG32); (ACCESORIO DE MAQUINA DE COSER); 276";S/M;S/M
"ACEITE PARA MAQUINAOIL #32 FOR SEWING M/C; (ACCESORIO DE MAQUINA DE COSER); 287";S/M;S/M
"ACEITE DE MOTOR; SSND50-QRT";SUPER S;SSND50-QRT
"ACEITE DE MOTOR; SSND40-QRT";SUPER S;SSND40-QRT
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA GRAFITADA, UNIDAD= 397 GR; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"GRASA GRAFITADA EP#2; 11335";SUPER S;11335
"ACEITE DE MOTOR; SS40-QRT";SUPER S;SS40-QRT
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"GRASA LITHIUM; SSMP2-GRASA";SUPER S;SSMP2-GRASA
"ACEITE DE MOTOR; SS50-QRT";SUPER S;SS50-QRT
"ACEITE TRANSMISION; SSDEXIII-GAL";SUPER S;SSDEXIII-GAL
"ACEITE DE MOTOR; SS40-GAL";SUPER S;SS40-GAL
"ACEITE DE MOTOR; SS40-GAL";SUPER S;SS40-GAL
"ACEITES PARA SISTEMAS HIDRAULICOS, ACEITE R&O HIDRAULIC, UNIDAD= 18.9LT; SSR&O-Q";SUPER S;SSR&O-Q
"ACEITES PARA SISTEMAS HIDRAULICOS, ACEITE R&O HIDRAULIC, UNIDAD= 18.9LT; SSR&O-Q";SUPER S;SSR&O-Q
"GRASA MULTIPROPOSITO, UNIDAD=18.9LT (UNIDAD= 35 LBS); SSGRAM-35LBS";SUPER S;SSGRAM-35LBS
"GRASA MULTIPROPOSITO, UNIDAD=18.9LT (UNIDAD= 35 LBS); SSGRAM-35LBS";SUPER S;SSGRAM-35LBS
"GRASA MULTIPROPOSITO, UNIDAD=18.9LT (UNIDAD= 35 LBS); SSGRAM-35LBS";SUPER S;SSGRAM-35LBS
"GRASA BLANCA LITHIUM; WHI0450C";VISBELLA;WHI0450C
"GRASA BLANCA LITHIUM; WHI0450C";VISBELLA;WHI0450C
ACEITE LUBRICANTE AFLOJATODO WD-40 11 ONZAS 311G (382ML);WD40;S/M
ACEITE LUBRICANTE AFLOJATODO WD-40 11 ONZAS 311G (382ML);WD40;S/M
ACEITE ADV10 CUBETAS;S/M;S/M
LATA DE GRASA MARRON;S/M;S/M
GRASA LUBRICANTE NATERIA MJ40 BA;S/M;S/M
GRASA ROJA INDUSTRIAL JAX MAGNA PLATE 1000-2. FACTURA NO. 24160;JAX;1000-2
ACEITE LUBRICANTE NEVAST AW68.BAR. FACTURA No. 0744813.;TOTALENERGIES;71F190551
"125048/2; ACEITE PARA MAQUINA DE COSER";INTERNATIONAL;SMO350
GRASA JCPDS THREAD G, DISEÑADA PARA SER USADA EN ROSCA DE TUBERÍA DE PERFORACIÓN, TUBERÍA PESADA Y PORTAMECHAS. AYUDA A DISMINUIR EL DESGASTE POR ROZAMIENTO DURANTE EL ENROSQUE Y ES UN SELLANTE DE ROSCA EFECTIVO BAJO CONDICIONES EXTREMAS DE PRESIÓN Y TEMPERATURA. FACILITA LA CONEXIÓN Y DESCONEXIÓN DE TUBERÍA Y RESISTE ALTAS PRESIONES DE LAVADO POR AGUA. EL PRODUCTO JCPDS THREAD G AYUDA A MINIMIZAR LA OXIDACIÓN DE LAS ROSCAS DE LA TUBERÍA DURANTE SU ALMACENAMIENTO, EN CUBETAS DE 22 LBS/ 10 KG.;JC PORTAL ;S/M
GRASA LUBRICANTE, EN PRESENTACION DE CUBETA DE 18 KGS, SINTAPLEX ZERO HS2. , CANTIDAD 08 UND. CODIGO: IVP07519;INTERLUB;SINTAPLEX ZERO HS 2
ACEITE MINERAL (CANECA)  CODIGO: 00-5323 LOTE. T245710 FECHA DE PRODUCCION: 19.12.2024 FECHA DE EXPIRACION: NOV.2026  (MATERIA PRIMA PARA ELABORAR MEDICAMENTO USO HUMANO);S/M;S/M
"ACEITE LUBRICANTE (CONTENEDOR DE ACEITE LUBRICANTE, SIRVE PARA MANTENER LUBRICADAS LAS DISTINTAS PARTES MECANICAS DE LA MAQUINA), PRESENTACION: ENVASE DE PLASTICO DE 960GR; 90604-1173";TETRA PAK;90604-1173
PLTA#2, BLT # 1-3 SON 3 BARRILES DE MET. 55 gal / 208.1 L, C/U ACEITE MINERAL LUBRICANTE PARA ENGRANAJE DE ALTA VISCOCIDAD Y EXTREMA PRESION, LOTE: 009, COD: 2003-B055, BARRILES CON CHIMADURAS;SCHAEFFER;S/M
P/PLTA#1, BLT # 9-12 SON 4 CJS CONT 12 UND LATAS DE 14 ONZ C/U LUBRICANTE MINERAL ADHESIVO DE ALTA VISCOCIDAD EN AEROSOL, LOT: 325, COD: 0319EXP-011;SCHAEFFER;S/M
PLTA#1, CJA # 1-4 SON 4 CJS CONT 12 UND LATAS DE 13 onz C/U ACEITE MINERAL PENETRANTE DE ALTO RENDIMIENTO,  EN AEROSOL, LOT: 218, COD: 0190EXP-011;SCHAEFFER;S/M
MINERAL PARA PROTECCION CONTRA LA OXIDACION DE HORQUILLAS TELESCOPICA, 90.0 AL 100.0 % DESTILADOS DE PETROLEO, FRACCION PARAFINICA LIGERA TRATADA CON HIDROGENO, CON ACEITES BASICOS MINERALES Y ADITIVOS EXCLUSIVOS, caja de 6 unidade 0.5L-CADA CAJA CONTIENE 6 BOTELLAS DE 500ML // 70903I13BR;PETRONAS;70903I13BR
"GRASA VISCOPREN NTX COMPOUND; NTX COMPOUND";LAAPSA;S/M
"GRASA LUB PUMA LITHIUM EP2, 400LB; 2 TONEL DE 400 LIBRAS; 5000149";PUMA;5000149
ACEITE PARA MAQUINA DE COSER # 44;INTERNATIONAL;SMO 300
AFLOJATODO TRUPER;TRUPER;S/M
ACEITE HIDRAULICO PARA TRANSMISION PRESENTACION CUBETA DE 5 GALONES CODIGO: ILC16543;INTERNATIONAL;ILC16543
GRASA LUBRICANTE PARA ALTA TEMPERATURAS PRESENTACION: CAJA DE 50 CARTUCHOS DE 14 OZ TOTAL LITROS : 29.5735 LTS, CODIGO: ILC701654;INTERNATIONAL;ILC701654
"GBB; GRASA; GRASA EN TUBO ALTA TEMPERATURA ROJO ABRO";S/M;S/M
"T_,39; LUBRICANTE FLEXITAPA 40 ONZA";S/M;S/M
"T_,31; GALONES  1/4 DE ACEITE  SINTETICO  P/BOMBA DE VACIO";S/M;S/M
"T_,1; ROYAL  908 POLYPLATE  EP 760 GRASA  MULTIPROPOSITO";S/M;S/M
"T_,25; GALONES  DE  ACEITE PARA  AMONIACO  IS0 68";S/M;S/M
"T_,24; SUMINISTROS DE  UNIDADES DE ACEITE  PORE 32";S/M;S/M
MONOLEX PENETRATING OIL & LUBE, CAJA CONTIENE 12 FRASCOS AEROSOL DE 10.25 ONZAS;LE XPORT;2059-CSA
H1 QUINPLEX PEN. OIL & LUBE, CAJA CONTIENE 12 FRASCOS AEROSOL DE 12 ONZAS.;LE XPORT;4059-CSA
WIRELIFE MONOLEC PENETRATING, CAJA CONTIENE 12 FRASCOS AEROSOL DE 12 ONZAS.;LE XPORT;2001-CSA
MONOLEC R&O COMPRESSOR/TURBINE, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;6404-PL
QUINPLEX H1 PENETRATING LUBE, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA.;LE XPORT;4058-PL
MULTILEC INDUSTRIAL OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;6803-PL
DUOLEC INDUSTRIAL GEAR OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE XPORT;1605-PL
H1 QUINPLEX WHITE GEAR LUBE, EN PRESENTACION DE CUBETAS PLASTICAS DE 15.9 KG. CADA UNA;LE XPORT;4090-PL
H1 QUINPLEX WHITE OIL, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;4030-PL
H1 QUINPLEX FOOD MACH. LUBE, EN PRESENTACION DE CUBETAS PLASTICAS DE 18.9 LITROS CADA UNA;LE XPORT;4025-PL
"LIQUIDOS PARA SISTEMAS DE DIRECCION HIDRAULICOS DE MAQUINARIA INDUSTRIAL, PUMA POWER STEER FLUID, 12OZ,; 5000069";PUMA;S/M
"GRASA LUBRICANTE, PUMA SUPREME BRB-220-2 EP, 18KG, CUBETA DE 18.00 KILOS; 5000500";PUMA;S/M
"GRASA LUBRICANTE, PUMA LITHIUM BRB-200-2 EP , 180KG, TAMBOR DE 180.00 KILOS; 5000486";PUMA;S/M
"GRASA LUBRICANTE, PUMA VICTRIX HD 1400-2, 180KG, TAMBOR DE 180.00 KILOS; 5000410";PUMA;S/M
RUBO MATIC PARA VULCANIZACION 0.95L;TECH;704
"ACEITE PARA MAQUINA DE COSER#32 1 BARRIL DE 208.198LTRS; ACEITE PARA MAQUINA DE COSER#32";S/M;S/M
"7J53; GRASA EN TUBO ROJO";S/M;S/M
ACEITE MINERAL;S/M;S/M
QUAKERTEK VERKOMAX FGM-2 GRASA MINERAL PARA CONTACTO CON ALIMENTOS;S/M;S/M
"550022790; ACEITE LUBRICANTE PENNZOIL 5-W30 (SP/GF-6A) 1 * 55 UGL; 8 BARRILES DE 55 GALONES CADA UNO";PENNZOIL;S/M
ACEITE  MINERAL PARA USO INDUSTRIAL, RENOLIN CLP 1000TN 601980756DR;RENOLIN;601980756DR
ACEITE MINERAL PARA USO INDUSTRIAL RENOLIN CLP 680 TN 653017DR;RENOLIN;653017DR
ACEITE PARA COMPRESOR SERIE: C5010042;KYUNGWON;S/M
"TUB.GRS; TUBOS DE GRASA";S/M;S/M
"TUB.GRS; TUBOS DE GRASA";S/M;S/M
CUBETA DE ACEITE DE COMPRESOR;KYUNGWON;S/M
ACEITE PARA MAQUINA DE COSER INDUSTRIAL #34 BARRIL;S/M;S/M
ACEITE PARA MAQUINA DE COSER INDUSTRIAL #34 BARRIL;S/M;S/M
LUBRICANTE;S/M;WD-40
"BI238; ACIETE PARA COMPRESOR DE AIRE";KYUNGWON;S/M
"HTF221; ACEITE PARA SISTEMA  HIDRAULICO (UNO HTF P5X1 AG); 336 CUBETAS DE  5 GALONES  CADA  UNO";UNO;S/M
"UPND02PL; ACEITES LUBRICANTE  UNO ULT 0X20DEXOS 12/1Q; 84 CAJAS";UNO;S/M
"HTF241; ACEITES LUBRICANTES UNO  HTF D55X1 AG  DRUM ( BARRILES  DE  55 GALONES ); 20 BARRILES  DE  55 GALONES";UNO;HTF241
"HTF241; ACEITES LUBRICANTES UNO  HTF D55X1 AG  DRUM ( BARRILES  DE  55 GALONES ); 24 BARRILES";UNO;HTF241
"GRASA MINERAL KLUBERPLEX BEM 41-141,4KG PARA LUBRICACION DE RODAMIENTOS Y COJINETES; 14925840";VESTAS;14925840
"GRASA MINERAL KLUBERPLEX BEM 41-141,4KG PARA LUBRICACION DE RODAMIENTOS Y COJINETES; 14925840";VESTAS;14925840
MOBIL EP 0 (16KGS/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
ARKLESILO OIL  (1KG/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);S/M;S/M
ISOFLEX NBU15   (1KG/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);S/M;S/M
KLUBER BE 31-222  (1KG/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);KLUBER;S/M
"1GL; GALON DE ACEITE MINERAL";S/M;S/M
KLUBER PDP65 ( 1KG/1CAN)(LUBRICANTE PARA MAQUINA TEXTIL);KLUBER;S/M
MOBIL 600XP460  (208L/CAN) (LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
MOBIL 600XP150 (205L/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
MOBIL 600XP100 (208L/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
MOBIL NO.6  (208L/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
MOBIL XHP222 (BLUE) (180KGS/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
MOBIL SHC460 (174KGS/CAN) (LUBRICANTE PARA MAQUINA TEXTIL);MOBIL;S/M
SHC629 (208L/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);S/M;S/M
KLUBERQUIET BQH 72-102   (18KG/CAN)(LUBRICANTE PARA MAQUINA TEXTIL);KLUBER;S/M
"LUBRICANTE PARA INDUSTRIA METAL MECANICA; NO: 6016 / NO: L116-0225 / NO: 116 / FACT: F 38993 / O.C. 4502536239; LUBRICANTE PARA INDUSTRIA METAL MECANICA";S/M;S/M
"GRASA LUBRICANTE; MAT: 1025930060 / ART: 0201950037 / BATCH: KD00277076 / ID: KA00190734 / FACT: FB 43370 / O.C. 4502533440; GRASA LUBRICANTE";S/M;S/M
CUBETA DE ACEITE COMPRESOR, (C5010027);KYUNGWON;S/M
ACEITE #34 BARRIL;S/M;S/M
"ACEITE PARA MAQUINAS #32 BARRIL  (208.198 LTRS)- ACEITE -MAQ #32 -; 3";S/M;S/M
ACEITE PARA MAQUINA DE COSER;INTERNATIONAL CHEMICAL CO;SMO300
Aceite para máquina industrial;S/M;S/M
Aceite para máquina industrial;S/M;S/M
"AL54; TUBO GRASA ESPECIAL";S/M;S/M
"AL83; ACEITE POWER ST";S/M;S/M
"AL38; AKRON GRASA CHASSIS MAX / CUBETA";S/M;S/M
VALVOLINE ADVANCE FULL SYNTHETIC 0W16 6/1 QT EXP. ACEITES LUBRICANTES TOTALMENTE SINTETICO DISEÑADO PARA MOTORES TURBO CARGADOS DE ULTIMA TECNOLOGIA. ESTAN FORMULADOS PARA PROPORCIONAR ALTO NIVELES DE EFICIENCIA DE COMBUSTIBLE Y PROTECCION CONTRA DEPOSITOS EN CONDICIONES DE SERVICIOS INTENSOS. CAJA CON 6 LITROS CADA UNA. LITRO DE 0.946L (5.676 LITROS POR CAJA). MODELO: 896705;VALVOLINE;896705
VALVOLINE ADVANCE FULL SYNTHETIC 0W16 3/5 QT EXP. ACEITES LUBRICANTES TOTALMENTE SINTETICO DISEÑADO PARA MOTORES TURBO CARGADOS DE ULTIMA TECNOLOGIA. ESTAN FORMULADOS PARA PROPORCIONAR ALTO NIVELES DE EFICIENCIA DE COMBUSTIBLE Y PROTECCION CONTRA DEPOSITOS EN CONDICIONES DE SERVICIOS INTENSOS. CAJA CON 3 GALONES CADA UNA. 4.73 LITROS POR GALON (14.19 LITROS POR CAJA). MODELO: 896703;VALVOLINE;896703
VALVOLINE CERULEAN #2 GRS PL 35 LB. GRASA LUBRICANTE CERULEAN #2, PARA MAQUINARIA INDUSTRIAL. EN PRESENTACION: EN CUBETAS DE 35 LIBRAS. REF. VV70132;VALVOLINE;VV70132
VAL CRIMSON #2GRS 50/14.1 OC. GRASA LUBRICANTE CRIMSON #2, CONTIENE ADITIVOS DE EXTREMA PRESION PARA PROTEGER Y LUBRICAR . PROPORCIONA UN EXCELENTE RENDIMIENTO. COLOR ROJA PARA FACIL IDENTIFICACION. PRESENTACION: ENVASES DE 400GRAMOS/14.1 OZ. EN CAJAS DE 50 ENVASES DE 14.1 OZ. REF. VV70124;VALVOLINE;VV70124
VALVOLINE CERULEAN #2 GREASE 50/14.1 OC. GRASA LUBRICANTE CERULEAN #2, PARA MAQUINARIA INDUSTRIAL. PRESENTACION: ENVASE DE 400 GRAMOS/14.1 OZ. EN CAJAS DE 50 ENVASES DE 14.1 OZ. REF. VV70133;VALVOLINE;VV70133
VAL COBALT #2 GRS 50/14.1 OC. GRASA LUBRICANTE COBALT #2, PARA MAQUINARIA INDUSTRIAL. EN PRESENTACION: DE CAJA DE 50 UNIDADES DE 14.1 ONZAS. REF. 872117;VALVOLINE;872117
VAL CERULEAN #2 GRS KEG 120 LB, GRASAS LUBRICANTES CERULEAN #2, PARA MAQUINARIA INDUSTRIAL, EN PRESENTACION DE 120 LIBRAS CADA BARRIL, REF. VV70130;VALVOLINE;VV70130
"08816-03001; ACEITE SILICON";TOYOTA;S/M
GALONES CON ACEITE DE MOTORES USO;S/M;S/M
GRASA LGHP 2/1 LATA DE 1 KG NUMERO DE PARTE 7316571625546;SKF;S/M
GRASA LGHB 2/18 LATA DE 18KG NUMERO DE PARTE 7316577662873;SKF;S/M
GRASA MULTIS COMPLEX HV 2 TUBO 0.4K NUMERO DE PARTE 160832, CAJAS CONTENIENDO 24 TUBOS;TOTALENERGIES;S/M
GRASA MULTIS COMPLEX HV 2 TUBO 0.4K NUMERO DE PARTE 160832, CAJAS CONTENIENDO 24 TUBOS;TOTALENERGIES;S/M
GRASA MULTIS COMPLEX EP 2 TUBO (0.4K) NUMERO DE PARTE 160816, CAJAS CONTENIENDO 24 TUBOS;TOTALENERGIES;S/M
GRASA CERAN XM 220 BARRIL (180K) NUMERO DE PARTE 176269, Barriles de 180 kilos c/u, Total Kilos: 14,400 kg, Total en Litros: 14,400 L.;TOTALENERGIES;S/M
ACEITE COMPRESOR A/A 40CC (0.04LT) NUMERO DE PARTE 0888509119;TOYOTA;S/M
LUBRICANTE CADENA YAMALUBE 12 OZ 340G NUMERO DE PARTE ACCCHAINOFAA;YAMALUBE;S/M
NAPA GEAR SEA 80-90  QT DE 946ML  DE UN CUARTO GRASA ACEITE MINERAL IGUAL A 749.232LTS;NAPA;NOL75210
"2812; LIQUIDO PARA DIRECCION; LIQUIDO PARA DIREECION ASISITIDA 12OZ/355ML CJA 12";JOHNSEN´S;2812
"4602; ACEITE PENETRANTE; ACEITE PENETRANTE EN AEROSOL 10OZ (284G) CJA 12";JOHNSEN´S;4602
"4723; LUBRICANTE DE CABLE Y CADENA AEROSOL; LUBRICANTE DE CABLE Y CADENA AEROSOL 10OZ/284G CJA 12";JOHNSEN´S;4723
"4604; GRASA BLANCA AEROSOL; GRASA BLANCA LITHIUM EN AEROSOL 11OZ (312G) CJA 12";JOHNSEN´S;4604
"4610; POWER STEARING; LIQUIDO PARA DIRECCION ASISTIDA CON ACONDICIONADORES 32OZ (946ML) CJA 12";JOHNSEN´S;4610
"LGMT3/1; LATA DE GRASA FRANJA MORADA , LUBRICANTE, LATA DE 1 KILO";SKF;LGMT3/1
